path_no,o_zone_id,d_zone_id,node_sequence,link_sequence,geometry,Path_Flows
1207,19,20,19;17;16;18;20;,58;52;50;56;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",91.38999938964844
1208,19,20,19;15;22;21;20;,57;46;69;64;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",0.0
1209,19,21,19;20;21;,59;62;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",34.062660217285156
1210,19,21,19;15;22;21;,57;46;69;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",365.9373474121094
1211,19,22,19;15;22;,57;46;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858)",38.56639099121094
1212,19,22,19;20;22;,59;63;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",1161.43359375
1213,19,23,19;15;14;23;,57;44;42;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",71.3700942993164
1214,19,23,19;15;22;23;,57;46;70;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",21.53253936767578
1215,19,23,19;20;22;23;,59;63;70;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",98.24047088623047
1216,19,23,19;15;22;21;24;23;,57;46;69;66;76;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",108.85690307617188
1217,19,24,19;15;14;23;24;,57;44;42;73;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",62.70283508300781
1218,19,24,19;15;22;21;24;,57;46;69;66;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",64.32374572753906
1219,19,24,19;15;22;23;24;,57;46;70;73;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",28.623043060302734
1220,19,24,19;20;22;23;24;,59;63;70;73;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",0.0
1221,20,1,20;18;7;8;6;2;1;,60;54;17;19;14;3;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",94.9705581665039
1222,20,1,20;18;16;8;6;2;1;,60;55;47;19;14;3;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",2.360123872756958
1223,20,1,20;19;15;10;9;5;4;3;1;,61;57;43;26;23;11;8;5;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",37.6636962890625
1224,20,1,20;18;16;10;9;5;4;3;1;,60;55;48;26;23;11;8;5;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",165.005615234375
1225,20,2,20;18;7;8;6;2;,60;54;17;19;14;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",87.78206634521484
1226,20,2,20;18;16;8;6;2;,60;55;47;19;14;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",76.05726623535156
1227,20,2,20;19;15;10;9;5;4;3;1;2;,61;57;43;26;23;11;8;5;1;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",0.0
1228,20,4,20;18;7;8;6;5;4;,60;54;17;19;15;11;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",52.11909103393555
1229,20,4,20;18;7;8;9;5;4;,60;54;17;21;23;11;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",17.905406951904297
1230,20,4,20;18;16;8;6;5;4;,60;55;47;19;15;11;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",13.333393096923828
1231,20,4,20;19;15;10;9;5;4;,61;57;43;26;23;11;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",33.02943420410156
1232,20,4,20;18;16;10;9;5;4;,60;55;48;26;23;11;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",183.6126708984375
1233,20,5,20;18;7;8;6;5;,60;54;17;19;15;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",17.251449584960938
1234,20,5,20;18;7;8;9;5;,60;54;17;21;23;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",53.487300872802734
1235,20,5,20;18;16;8;6;5;,60;55;47;19;15;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",48.27458190917969
1236,20,5,20;19;15;10;9;5;,61;57;43;26;23;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",20.045528411865234
1237,20,5,20;18;16;10;9;5;,60;55;48;26;23;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",0.0
1238,20,6,20;18;7;8;6;,60;54;17;19;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",37.12223815917969
1239,20,6,20;18;16;8;6;,60;55;47;19;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",30.188974380493164
1240,20,6,20;19;15;10;9;5;6;,61;57;43;26;23;12;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",232.68878173828125
1241,20,7,20;18;7;,60;54;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",500.0
1242,20,8,20;18;7;8;,60;54;17;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",86.97148895263672
1243,20,8,20;18;16;8;,60;55;47;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324)",813.0285034179688
1244,20,9,20;18;7;8;9;,60;54;17;21;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)",89.17440795898438
1245,20,9,20;18;7;8;6;5;9;,60;54;17;19;15;13;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)",52.016178131103516
1246,20,9,20;19;15;10;9;,61;57;43;26;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",3.7537550926208496
1247,20,9,20;18;16;10;9;,60;55;48;26;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",455.0556640625
1248,20,10,20;19;15;10;,61;57;43;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",80.53356170654297
1249,20,10,20;18;16;10;,60;55;48;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271)",45.92447280883789
1250,20,10,20;18;7;8;9;10;,60;54;17;21;25;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",99.65509033203125
1251,20,10,20;21;22;15;10;,62;65;67;43;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271)",2273.886962890625
1252,20,11,20;19;15;10;11;,61;57;43;27;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",90.12893676757812
1253,20,11,20;18;16;10;11;,60;55;48;27;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",69.5115737915039
1254,20,11,20;19;15;14;11;,61;57;44;40;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",91.35385131835938
1255,20,11,20;18;7;8;9;10;11;,60;54;17;21;25;27;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",67.05236053466797
1256,20,11,20;19;15;10;9;5;4;11;,61;57;43;26;23;11;10;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",14.494697570800781
1257,20,11,20;21;22;15;10;11;,62;65;67;43;27;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",46.97795104980469
1258,20,11,20;21;22;15;14;11;,62;65;67;44;40;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",220.48065185546875
1259,20,12,20;18;7;8;6;2;1;3;12;,60;54;17;19;14;3;2;7;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",81.82954406738281
1260,20,12,20;18;16;8;6;5;4;3;12;,60;55;47;19;15;11;8;7;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",84.01769256591797
1261,20,12,20;18;16;10;9;5;4;3;12;,60;55;48;26;23;11;8;7;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",41.16379928588867
1262,20,12,20;21;24;13;12;,62;66;74;38;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",67.96006774902344
1263,20,12,20;22;23;24;13;12;,63;70;73;74;38;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",225.02890014648438
1264,20,13,20;21;24;13;,62;66;74;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",29.340505599975586
1265,20,13,20;18;7;8;6;2;1;3;12;13;,60;54;17;19;14;3;2;7;37;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",4.7365522384643555
1266,20,13,20;18;16;8;6;5;4;3;12;13;,60;55;47;19;15;11;8;7;37;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",37.64162063598633
1267,20,13,20;18;16;10;9;5;4;3;12;13;,60;55;48;26;23;11;8;7;37;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",0.5904861092567444
1268,20,13,20;22;23;24;13;,63;70;73;74;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",527.6908569335938
1269,20,14,20;19;15;14;,61;57;44;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",95.56829071044922
1270,20,14,20;22;23;14;,63;70;71;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",42.81086349487305
1271,20,14,20;21;22;15;14;,62;65;67;44;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",75.73455810546875
1272,20,14,20;21;24;23;14;,62;66;76;71;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",74.73835754394531
1273,20,14,20;18;16;17;19;15;14;,60;55;49;53;57;44;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",211.14804077148438
1274,20,15,20;19;15;,61;57;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",31.794126510620117
1275,20,15,20;22;15;,63;67;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.731504 43.529401)",62.420719146728516
1276,20,15,20;21;22;15;,62;65;67;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",93.80015563964844
1277,20,15,20;18;16;17;19;15;,60;55;49;53;57;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",911.9849853515625
1278,20,16,20;18;16;,60;55;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",1600.0
1279,20,17,20;19;17;,61;58;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.711382 43.541280)",48.15970230102539
1280,20,17,20;18;16;17;,60;55;49;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",3.674283742904663
1281,20,17,20;19;15;10;17;,61;57;43;30;,"LINESTRING (-96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",77.11859893798828
1282,20,17,20;21;22;15;10;17;,62;65;67;43;30;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",1571.04736328125
1283,20,19,20;22;15;19;,63;67;45;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",71.31333923339844
1284,20,19,20;18;16;17;19;,60;55;49;53;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",20.29656410217285
1285,20,19,20;21;22;15;19;,62;65;67;45;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",0.0
1286,20,22,20;21;22;,62;65;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858)",69.50762176513672
1287,20,22,20;18;16;17;19;15;22;,60;55;49;53;57;46;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858)",0.0
1288,20,23,20;22;23;,63;70;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",42.47735595703125
1289,20,23,20;21;24;23;,62;66;76;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",657.5226440429688
1290,20,24,20;21;24;,62;66;,"LINESTRING (-96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",55.21253967285156
1291,20,24,20;22;23;24;,63;70;73;,"LINESTRING (-96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",344.7874755859375
1292,21,1,21;24;13;12;3;1;,66;74;38;35;5;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",22.659822463989258
1293,21,1,21;20;18;7;8;6;2;1;,64;60;54;17;19;14;3;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",50.795780181884766
1294,21,1,21;20;19;15;10;9;5;4;3;1;,64;61;57;43;26;23;11;8;5;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",26.544395446777344
1295,21,4,21;24;13;12;3;4;,66;74;38;35;6;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",99.93606567382812
1296,21,4,21;20;18;7;8;6;5;4;,64;60;54;17;19;15;11;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",29.967512130737305
1297,21,4,21;20;19;15;10;9;5;4;,64;61;57;43;26;23;11;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",70.09642028808594
1298,21,5,21;22;15;10;9;5;,65;67;43;26;23;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",42.56660842895508
1299,21,5,21;24;13;12;3;4;5;,66;74;38;35;6;9;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",80.60212707519531
1300,21,5,21;20;18;7;8;6;5;,64;60;54;17;19;15;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",7.31307315826416
1301,21,5,21;20;19;15;10;9;5;,64;61;57;43;26;23;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",0.0
1302,21,6,21;20;18;7;8;6;,64;60;54;17;19;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",71.4402084350586
1303,21,6,21;24;13;12;3;4;5;6;,66;74;38;35;6;9;12;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",37.72426986694336
1304,21,6,21;20;19;15;10;9;5;6;,64;61;57;43;26;23;12;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",20.6165828704834
1305,21,6,21;22;15;19;17;16;8;6;,65;67;45;58;52;47;19;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",0.0
1306,21,7,21;20;18;7;,64;60;54;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",37.3438606262207
1307,21,7,21;22;15;19;17;16;18;7;,65;67;45;58;52;50;54;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",162.65614318847656
1308,21,8,21;20;18;7;8;,64;60;54;17;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",30.520841598510742
1309,21,8,21;22;15;19;17;16;8;,65;67;45;58;52;47;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324)",369.4791564941406
1310,21,9,21;22;15;10;9;,65;67;43;26;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",0.431928426027298
1311,21,9,21;24;13;12;3;4;5;9;,66;74;38;35;6;9;13;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",27.900802612304688
1312,21,9,21;20;19;15;10;9;,64;61;57;43;26;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",19.272260665893555
1313,21,9,21;22;15;14;11;10;9;,65;67;44;40;32;26;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",252.39500427246094
1314,21,10,21;22;15;10;,65;67;43;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271)",41.62165069580078
1315,21,10,21;20;19;15;10;,64;61;57;43;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",66.30488586425781
1316,21,10,21;22;15;14;11;10;,65;67;44;40;32;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271)",1092.073486328125
1317,21,11,21;22;15;10;11;,65;67;43;27;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",38.936012268066406
1318,21,11,21;22;15;14;11;,65;67;44;40;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",68.54460144042969
1319,21,11,21;24;13;12;3;4;11;,66;74;38;35;6;10;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",53.40006637573242
1320,21,11,21;24;23;14;11;,66;76;71;40;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131)",40.25251770019531
1321,21,11,21;20;19;15;10;9;5;4;11;,64;61;57;43;26;23;11;10;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",198.86680603027344
1322,21,12,21;24;13;12;,66;74;38;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",36.051780700683594
1323,21,12,21;22;15;14;11;12;,65;67;44;40;33;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941)",82.35799407958984
1324,21,12,21;20;22;23;24;13;12;,64;63;70;73;74;38;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",181.59022521972656
1325,21,13,21;24;13;,66;74;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",87.55619812011719
1326,21,13,21;20;22;23;24;13;,64;63;70;73;74;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",512.4437866210938
1327,21,14,21;22;15;14;,65;67;44;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",91.11846160888672
1328,21,14,21;24;23;14;,66;76;71;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",91.47377014160156
1329,21,14,21;20;22;23;14;,64;63;70;71;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",217.40777587890625
1330,21,15,21;22;15;,65;67;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",96.00538635253906
1331,21,15,21;20;19;15;,64;61;57;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",703.99462890625
1332,21,16,21;20;18;16;,64;60;55;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",57.096858978271484
1333,21,16,21;22;15;19;17;16;,65;67;45;58;52;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",542.9031372070312
1334,21,17,21;20;19;17;,64;61;58;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.711382 43.541280)",67.1521224975586
